4;11;21;30;25;24;13;9;10;34;12;43;33;81;6972;202;249;226;267;7480;280;388;383;485;491809
45;163;248;352;489;405;372;299;217;159;71;65;68;81;2043;80;67;97;103;1417;172;170;289;284;54721
36;180;372;631;1192;944;948;894;790;892;492;388;293;204;315;111;96;98;96;191;122;123;198;220;2354
23;120;302;543;1541;1271;1391;1563;1535;1773;1362;1142;946;841;642;390;258;185;158;142;88;86;100;118;830
20;106;283;644;1629;1376;1682;1875;1847;2092;1916;1747;1684;1561;1440;893;657;497;380;247;128;98;71;58;166
28;146;522;1013;2114;1698;1965;1909;1904;1965;1675;1491;1441;1367;1395;847;659;526;337;240;158;85;45;23;25
77;402;1032;1769;2924;2213;2154;2033;1807;2079;1256;1017;901;754;704;499;388;291;218;202;127;103;79;92;151
142;739;1786;2710;3263;2151;1816;1657;1469;1581;1030;1055;1015;956;1165;701;696;594;534;671;290;246;223;180;446
236;1034;2320;3315;3701;1881;1542;1350;1237;1668;1062;1112;1130;1162;1617;962;907;986;918;1333;913;928;1036;1002;2708
240;1182;2703;3818;4420;1949;1483;1187;1222;1434;1126;1181;1201;1381;2001;1388;1479;1531;1550;2375;1592;1694;2006;2514;24289
203;1160;2756;4290;5344;2359;1621;1302;1220;1218;1135;1228;1235;1398;2275;1553;1723;1818;1991;3174;2295;2822;4008;5397;74832
94;640;1850;3408;5481;3420;2606;2043;1652;1616;1310;1332;1325;1359;2367;1598;1723;2034;2334;4312;3403;4343;6351;8348;159936
4;38;148;379;831;982;1249;1606;1838;2325;2100;2375;2718;3133;7051;3713;4224;4720;5844;9828;8443;10525;15050;20582;816254
0;4;19;39;114;177;305;447;687;962;1192;1725;3052;5240;14056;8055;8451;9233;10473;19822;13563;18440;21560;27889;740373
3;9;20;60;225;278;472;907;1314;2142;2947;4232;4961;6097;7668;6086;5768;4820;3953;3623;1949;1550;1056;762;1038
0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
