1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;23;16;10;0;1;2;10;15;21;33;43;63;54;43;21;23;15;16;16;3;1;2;0;0
85;257;339;366;320;243;177;117;80;63;48;59;50;81;2447;229;287;301;307;3141;433;485;536;721;68906
22;123;322;512;774;898;1102;1152;1256;1310;1246;1159;1083;1025;3476;790;707;643;499;2818;375;322;482;758;140671
13;75;194;346;760;835;1096;1336;1598;2063;2543;3065;3540;3867;4232;3555;3405;3234;2943;2869;2223;1964;1699;1553;1599
7;47;178;241;453;697;926;1225;1557;2161;2328;2821;3374;3918;4373;3676;3954;4171;4171;4439;3788;3672;3038;2554;3181
25;116;335;769;1154;1605;1835;2081;2235;2493;2500;2652;2849;2842;3635;2885;2789;2735;2842;3462;2310;2200;2096;2187;6945
68;356;1067;1823;2449;2220;2049;1873;1940;1954;1754;1610;1732;1771;2735;1837;1836;1873;1921;3665;2217;2670;3169;4100;58161
59;343;1011;1863;2553;2026;1759;1606;1534;1576;1427;1484;1663;1796;2615;2081;2090;2121;2360;3538;3276;4244;5912;8250;137915
15;32;109;269;521;715;858;1075;1172;1321;1484;1793;2085;2773;5441;3601;3592;3615;4187;6872;5706;6938;9032;12538;278640
2;3;21;21;58;88;179;304;470;665;893;1264;1923;3372;9284;5385;5410;5799;6557;12033;8546;10225;12289;15433;328975
1;7;17;33;86;102;191;236;379;446;557;775;1060;1767;5682;2795;2930;2977;3126;6477;3152;3299;4168;5305;144207
1;10;7;22;17;31;38;35;42;39;56;52;56;40;355;36;35;26;59;488;111;108;154;167;19224
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
