1;9;9;24;67;61;81;100;143;142;109;140;153;136;307;156;155;154;168;386;127;134;131;147;939
2;4;13;19;45;56;63;94;99;225;190;242;276;316;2876;508;536;544;560;3118;673;692;818;1033;24971
3;12;20;37;60;68;107;135;158;285;223;349;449;584;1192;571;646;716;972;1745;1215;1532;1944;2481;16280
11;33;64;128;328;314;349;422;359;424;418;440;463;507;1475;635;644;775;901;2215;1099;1374;1982;3424;58172
6;41;91;205;541;635;669;825;1036;1229;1449;1677;1864;2091;2989;2604;2705;2830;3168;4083;3551;4106;5505;6455;26376
2;17;64;156;398;523;683;862;1215;1670;1958;2733;3520;4647;7155;7228;8906;10990;12796;16676;16396;19868;24660;27774;94249
0;6;19;66;182;280;359;603;870;1331;1861;2556;3808;5169;8327;9270;12135;16164;20719;29459;34706;47402;67895;88375;386288
0;0;10;29;78;111;209;359;492;853;1142;1779;2739;4012;6555;8201;11958;16864;23550;35662;47480;67689;105768;145511;704693
0;4;8;49;128;188;308;428;690;984;1452;1845;2739;3967;6343;7876;11375;15759;21576;32684;41739;61269;94672;131968;797353
2;13;40;77;191;270;396;510;757;958;1385;1873;2429;3428;5047;6275;8415;11194;14662;21144;25195;34146;47061;58204;261566
1;14;46;94;183;268;339;453;520;756;902;1285;1598;2045;2741;3097;3858;4770;5681;7123;7363;9054;10724;11857;36928
2;13;21;49;69;99;137;149;234;263;315;350;481;561;721;783;930;1119;1291;1706;1850;2389;3103;3894;19661
2;8;17;32;26;57;70;87;119;124;166;198;284;355;500;508;609;674;779;941;948;1155;1583;1819;12615
0;5;6;18;26;29;38;51;48;63;85;146;115;206;219;253;259;287;329;385;351;425;451;630;3901
0;3;2;16;17;12;27;25;32;44;38;46;52;66;122;91;123;120;123;140;131;128;150;108;209
0;1;4;9;1;3;4;5;9;10;10;22;20;23;26;41;39;48;53;79;64;83;78;67;157
