15;42;52;50;40;15;9;3;1;2;3;2;8;24;136;93;99;100;92;311;94;56;35;42;104
17;89;222;386;566;679;804;875;896;921;845;797;749;634;4888;578;540;532;458;5307;554;548;638;729;210690
5;43;160;291;531;702;903;1183;1364;1850;2332;2794;3512;4061;4946;3859;3763;3493;3273;3339;2503;2239;1944;1863;3918
3;36;158;202;412;586;757;1081;1438;1915;2166;2751;3439;4218;4905;3822;4060;4288;4700;5198;4421;4382;4081;3593;5068
20;86;296;640;1049;1525;1707;2002;2209;2493;2440;2676;2874;2908;3616;2929;2776;2854;2919;3694;2497;2381;2356;2532;8260
80;439;1195;1942;2476;2242;2037;1900;1900;1845;1670;1607;1626;1765;2668;1798;1861;1783;1924;3685;2317;2765;3200;4299;56969
95;513;1285;2161;2554;1957;1690;1469;1441;1441;1351;1438;1516;1758;2436;1840;1999;2047;2311;3421;3265;4349;5866;8199;119567
30;159;491;822;1292;1208;1228;1204;1295;1391;1416;1653;1915;2292;4391;2958;3048;3306;3826;6016;5286;6596;8937;12431;231896
3;6;24;44;88;167;252;478;649;888;1244;1633;2363;3479;7496;4544;4713;5021;5755;10187;7358;8965;11170;15558;274740
3;6;29;48;78;156;213;345;500;588;865;1157;1734;2688;6666;3826;4104;4296;4797;8352;5724;6491;8195;10964;186394
2;16;35;60;105;139;168;195;261;310;366;423;580;741;2493;747;651;598;551;2163;697;738;1009;1499;65234
4;9;15;9;7;5;5;3;1;3;5;2;1;3;23;11;14;13;13;14;4;7;3;2;14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
