6;6;18;18;35;37;37;46;52;112;86;111;133;162;7957;439;506;523;518;9190;642;689;761;884;998807
12;34;87;176;263;286;371;441;496;783;605;647;698;736;2013;869;957;973;1028;2232;1087;1199;1336;1528;12673
8;39;107;258;654;643;875;1090;1325;1945;1864;2107;2263;2626;4664;2967;3057;3055;3374;5646;3103;3330;3774;4537;26839
3;22;73;164;515;586;888;1323;1838;2593;2786;3057;3442;3800;5689;4116;4325;4517;4915;7623;5655;6666;8482;10820;55331
1;20;53;191;550;867;1288;1699;2309;2929;3137;3291;3623;3949;5540;4375;4821;5148;5875;9063;8019;9780;13811;20626;132451
1;17;94;255;622;859;1140;1459;1835;2439;2708;2987;3319;3732;5626;4931;5604;6190;7019;10110;9941;12942;18870;29415;188056
3;7;17;75;171;275;473;695;935;1354;1587;2225;2726;3482;5594;5074;6088;6905;8166;11298;11554;15140;22033;34119;299343
2;7;18;68;119;195;290;440;596;903;1020;1475;1958;2900;5834;4798;5699;6444;7684;11382;10327;13044;17761;26240;397921
2;13;42;81;124;158;227;283;434;549;660;817;993;1319;2720;2175;2402;2599;3192;4812;4113;5227;7432;11095;175290
6;9;20;28;43;50;53;51;54;47;49;79;92;98;174;100;144;147;169;271;252;257;438;542;6116
2;2;3;2;2;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
